baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
EQU24_RS00450	818.414058565961	-0.952876450046517	0.23558130460061	-4.04478806865411	5.23704777031626e-05	0.000184307330302709
EQU24_RS00455	509.461783067854	-0.306626614795193	0.210213531281347	-1.45864356555054	0.144663236255338	0.207355807022657
EQU24_RS00460	883.062665074004	-0.974253059013023	0.170853061521069	-5.7022862238432	1.18211115575976e-08	8.24805209897072e-08
EQU24_RS00465	1030.29194332164	-0.551033624748063	0.148282970484451	-3.71609513181315	0.000202325430016029	0.000627302647004876
EQU24_RS00470	568.25582846306	-0.819910326539223	0.19159471458894	-4.27939950378231	1.87398228677066e-05	7.21219048140387e-05
EQU24_RS00475	773.643329884174	-1.25963402763159	0.166260663768188	-7.57626006707067	3.55658522417765e-14	5.22674722322371e-13
EQU24_RS00480	799.186475246328	0.126274655999121	0.149188348768111	0.846410976740508	0.397323517129015	0.483049075976245
EQU24_RS00485	954.076665198837	-1.01543288890835	0.159568839571173	-6.36360389432698	1.97073979829112e-10	1.82179909464147e-09
EQU24_RS00490	836.288369947239	-0.505405072968267	0.153208033929055	-3.29881573444314	0.000970936224728373	0.00259641049378242
EQU24_RS00495	654.138777973016	0.0416403978952627	0.251388238340602	0.16564179044385	0.868438857537502	0.896366528541409
EQU24_RS00500	1574.12183822537	0.0350609192467338	0.151103296971279	0.232032787831214	0.816512547647574	0.855536260423627
EQU24_RS00505	3294.70229238517	-2.03283086494033	0.293873875781796	-6.91735820182167	4.60143574920412e-12	5.32016144835934e-11
EQU24_RS00510	4189.87635129031	-2.28192869014893	0.268700077999569	-8.49247498228339	2.02282361693324e-17	4.11957784321633e-16
EQU24_RS00515	3903.24564130285	-0.82637350216521	0.184299415919133	-4.48386392351783	7.33034179116277e-06	3.06347200689011e-05
EQU24_RS00520	15258.5127463395	-1.29269207152911	0.239509680269845	-5.39724352716221	6.76725078571157e-08	4.09505432161008e-07
EQU24_RS00525	397.524698868818	-4.03518314717368	0.30948787990438	-13.0382590375442	7.41304647629595e-39	9.01246741299981e-37
EQU24_RS00530	10236.3689289957	-0.504929454897245	0.224297344780649	-2.25116108882627	0.0243753364080946	0.0445530066830412
EQU24_RS00535	12261.5308913307	-1.44504673507499	0.240041444935055	-6.01998848767951	1.74429476322535e-09	1.39801789075886e-08
EQU24_RS00540	3175.96452339949	-1.31634835440032	0.228574990059116	-5.75893431761661	8.46466291859401e-09	6.05351651147935e-08
EQU24_RS00545	509.073099559762	-1.42679082187139	0.192121855334935	-7.42648887803006	1.11518268902573e-13	1.5753918832293e-12
EQU24_RS00550	571.46363607059	0.0122649018168354	0.149342244834481	0.0821261380557715	0.934546408164614	0.9506592772709
EQU24_RS00555	949.713475575667	0.361014203630581	0.222959164849204	1.61919427656068	0.105405469081114	0.158059635601973
EQU24_RS00560	1070.73322251654	0.404785845414549	0.150134676694932	2.69615157754034	0.00701457388472089	0.0149217764716332
EQU24_RS00565	248.266165035538	0.736742637058492	0.196888883647567	3.74192094246045	0.000182618970567194	0.000569283069087476
EQU24_RS00570	5464.67540850402	-0.378041131150334	0.209734267829698	-1.8024767009333	0.071470437180132	0.113201497815511
EQU24_RS00575	2389.34138680523	-1.5753711092371	0.237857562964682	-6.62317014267491	3.5157594753377e-11	3.57094354811515e-10
EQU24_RS00580	670.073117718649	0.340393053605226	0.191401563032663	1.77842358344345	0.0753343122122559	0.118294035458149
EQU24_RS00585	3361.35897699098	0.293678156668437	0.197918821650165	1.48383137197296	0.13785366207092	0.19880262121802
EQU24_RS00590	12842.6744938529	0.384441081212807	0.221398964794395	1.73641769991934	0.0824900048432554	0.12807658646716
EQU24_RS00595	6688.01063973233	0.398833343246197	0.163932442446311	2.43291283466857	0.0149779060903781	0.0289876310827771
EQU24_RS00600	359.707544206945	-1.20100674610175	0.274028779554566	-4.38277595533574	1.17176599866983e-05	4.71527099966233e-05
EQU24_RS00605	1606.71974140626	-1.98936418315729	0.187506147063339	-10.6095944816428	2.68913638511355e-26	1.21222642439051e-24
EQU24_RS00610	1783.94300296906	-0.277018597494813	0.248178077186259	-1.1162089763751	0.264332693065017	0.344766828536036
EQU24_RS00620	2088.49898208542	0.206484651968606	0.211457678325223	0.976482167041632	0.328825580846035	0.413427837779472
EQU24_RS00625	1787685.10890011	-0.329389409817755	0.465039462856585	-0.708304210989802	NA	NA
EQU24_RS00630	4484.9812624086	0.863178895530234	0.417793162929475	2.06604361229325	0.0388243617636716	0.0663952853349747
EQU24_RS00635	1817.37165547641	-2.11980478365987	0.386717358690564	-5.4815351212513	4.2165099449818e-08	2.67668321190933e-07
EQU24_RS00640	1480709.55883488	0.406167137478	0.505429282820763	0.803608242108988	NA	NA
EQU24_RS00645	3703.24704446466	-0.489961402905615	0.497979229537799	-0.983899274996618	NA	NA
EQU24_RS00650	790.727460401239	0.182994660073553	0.191468326233147	0.955743770647076	0.339201702788749	0.423248317793282
EQU24_RS00655	514.978813971725	-0.0896051271680022	0.209010712259567	-0.428710692381752	0.668133778391353	0.733594066476768
EQU24_RS00660	749.744611768062	0.00179109618615771	0.284590600172841	0.0062935887027538	0.994978475891859	0.996220026273556
EQU24_RS00665	499.88507818152	0.573134288584119	0.162056511716224	3.53663226805554	0.000405263513670158	0.00118420773258898
EQU24_RS00670	1272.79761928881	-0.14347702006826	0.466461240758178	-0.307586156215369	NA	NA
EQU24_RS00675	1813.16611287064	0.521153015189978	0.292938813555198	1.77905074737314	0.0752314424557287	0.118199392778865
EQU24_RS00680	2885.84416885246	1.17597492630668	0.22274651663192	5.27943127501263	1.29585471011657e-07	7.46884265543597e-07
EQU24_RS00685	633.527052189391	1.57634608746444	0.231115640547119	6.8205945894997	9.06644674627567e-12	1.00205466518066e-10
EQU24_RS00690	1365.37328561228	0.678270654356239	0.190541088497155	3.55970809081615	0.000371267248530914	0.00109363010360208
EQU24_RS00695	488.324756880908	-1.69877892869785	0.191593460475163	-8.86658095993873	7.54261066698822e-19	1.7593577904626e-17
EQU24_RS00700	861.491698622167	-0.85024780101252	0.141253965353157	-6.01928447733674	1.75189744682129e-09	1.40012202323645e-08
EQU24_RS00705	1757.50133204492	-0.343671982734077	0.213187508581142	-1.61206435133731	0.106947937133259	0.159864055059104
EQU24_RS00710	1284.93008955585	0.557588427872635	0.231640363433681	2.40712982663003	0.016078452957239	0.0308940389197523
EQU24_RS00715	706.88938588946	-0.341941536408214	0.126774416273804	-2.69724402177248	0.00699160151154977	0.0148886970617504
EQU24_RS00720	1720.48133271032	-0.626060357922027	0.177735153730008	-3.52243405304646	0.000427603412157643	0.00124404995618308
EQU24_RS00725	1190.99791062424	-0.792285294257158	0.194120664170242	-4.08140626163493	4.47640312550996e-05	0.00016063800840381
EQU24_RS00730	1161.05074668926	-1.0711619529396	0.145047036167821	-7.38492823597064	1.52535638774536e-13	2.12490619015083e-12
EQU24_RS00735	520.609542705514	-1.65134736175107	0.180438490906667	-9.15185753024966	5.59628586671173e-20	1.45794148683425e-18
EQU24_RS00740	2430.32691279264	-0.205852920788014	0.134002249633356	-1.53619003674378	0.124491778873644	0.181953011599657
EQU24_RS00745	1058.43870069887	-0.640095534615802	0.155187201662073	-4.12466703285004	3.71271471888178e-05	0.000135044528124693
EQU24_RS00750	1459.61538968456	0.217992626658392	0.151036091828527	1.44331479992134	0.148931812520453	0.212562942665264
EQU24_RS00760	1395.06075677109	-0.0115353043204738	0.209425111027792	-0.0550808079502129	0.956074085966975	0.967407120529509
EQU24_RS00765	2680.99786542466	-0.699279624661125	0.247479206730855	-2.82560960938275	0.00471907393436188	0.0104775454480686
EQU24_RS00770	1300.41262104315	-1.41559007389273	0.173697021884379	-8.14976594610251	3.64629302718899e-16	6.58960703832532e-15
EQU24_RS00775	1132.85605414716	-0.497516004551556	0.181854757110133	-2.73578768275089	0.00622311637801499	0.0134087770722858
EQU24_RS00785	537.570580626196	-0.391644091010793	0.192072036858954	-2.03904793959358	0.0414452432460596	0.0703674633530221
EQU24_RS00790	599.50445308248	0.691149692942431	0.213345501357644	3.23957940778801	0.00119706129549857	0.00311251452854198
EQU24_RS00795	1717.14840386138	-0.122396643617569	0.232656655726292	-0.526082708596836	0.59883074218217	0.676382020730537
EQU24_RS00800	2830.86542046636	-0.298111045078207	0.207869234481907	-1.43412778625571	0.151535799851443	0.215283862961753
EQU24_RS00805	992.534934963626	0.0458045735149305	0.214587744583055	0.213453818641549	0.830973006392112	0.86729024496492
EQU24_RS00820	300.600152278997	-0.0793173513738911	0.140555728333346	-0.56431247814945	0.572541490767914	0.652011484802972
EQU24_RS00825	1371.80463815201	0.31962817542369	0.144428639583437	2.21305259362385	0.0268940198998838	0.0485156510064451
EQU24_RS00830	1244.93799321591	0.335501760519617	0.187699537410868	1.78744052940959	0.0738663159826904	0.116490432280878
EQU24_RS00835	1942.84701835073	0.285192595306359	0.212660968926756	1.34106694211754	0.179898719169904	0.249052333095119
EQU24_RS00840	1195.41477826893	0.563229315832487	0.145985620892143	3.85811501427674	0.000114264878010324	0.000375762861129032
EQU24_RS00845	2716.58246830915	-0.618568831367472	0.171111770394366	-3.61499872242475	0.000300349102825691	0.000902622172686646
EQU24_RS00850	580.843159202529	0.344811239232231	0.162853023915288	2.11731554589734	0.0342330763897017	0.0594784678603284
EQU24_RS00855	1370.52376730699	0.672147368689623	0.138633939836233	4.84836086663644	1.24485794281852e-06	6.06849339804119e-06
EQU24_RS00860	896.064578834017	0.662827132767535	0.157262331308742	4.21478638432655	2.50014716872071e-05	9.35689406801073e-05
EQU24_RS00865	2212.7401684664	-0.48661805607501	0.230817586689491	-2.10823647822658	0.0350105394190937	0.0606224791322417
EQU24_RS00870	530.006771073235	0.595064684140424	0.140909487116496	4.22302781961343	2.4104205389633e-05	9.08891654353455e-05
EQU24_RS00875	2693.69589883896	0.218223084458954	0.155566263549198	1.40276612345286	0.16068659202674	0.225971180540188
EQU24_RS00880	657.539103481094	-0.0382752118060705	0.342096376508395	-0.111884294702932	0.910915149420167	0.931580825764393
EQU24_RS00885	616.363306460739	0.320613074618298	0.191879263692159	1.67091049052946	0.0947393591071455	0.144248314511525
EQU24_RS00890	3109.37090069921	-0.532764769523569	0.225815124420354	-2.35929622026482	0.0183096338426377	0.0345411204259812
EQU24_RS00895	3179.49187352644	-0.986300618610879	0.239359320763077	-4.12058580157462	3.77910294026755e-05	0.00013721050675433
EQU24_RS00900	626.114537029318	0.51765859094429	0.0915014468715017	5.65738148022133	1.53699883389565e-08	1.05409219172468e-07
EQU24_RS00905	616.911145688929	-0.375490877639527	0.120384531793161	-3.11909571808343	0.00181407019159647	0.00450240573397006
EQU24_RS00910	449.971039401773	-0.820744251351338	0.182951200831425	-4.48613754717898	7.25259304614139e-06	3.03730723393729e-05
EQU24_RS00915	568.879034011381	-2.01752620225789	0.199220929355299	-10.1270795633111	4.18976244999293e-24	1.58578556126148e-22
EQU24_RS00920	378.724078056793	-2.19187380308404	0.184904029045934	-11.8541159670433	2.04874979636641e-32	1.52214521907816e-30
EQU24_RS00925	365.792979889383	-1.4729610668996	0.18535358004182	-7.94676351310432	1.91447386979918e-15	3.16085150849149e-14
EQU24_RS00930	428.171845125281	-0.763958188212041	0.174713462794624	-4.37263491886756	1.22755907083537e-05	4.915136718754e-05
EQU24_RS00940	2575.85539703581	-0.161637048973542	0.512499830686809	-0.315389468045149	NA	NA
EQU24_RS00945	2177.63542566587	-1.04737065148663	0.35405782592523	-2.95819093604166	0.00309450381541816	0.00718885310217583
EQU24_RS00950	3749.18169669217	-1.7153775218725	0.281624195897036	-6.09101613733381	1.12196239540237e-09	9.22400231629983e-09
EQU24_RS00955	1498.88125058018	-0.768717402077321	0.260031196532341	-2.9562506819512	0.00311403879383394	0.00722168996581606
EQU24_RS00960	3563.88047630308	-0.372451317663891	0.241078336036251	-1.54493897621678	0.122361024638634	0.179295993736376
EQU24_RS00965	1067.14803657563	0.462704579550042	0.198879100949782	2.32656210401352	0.0199885834697795	0.0372996264561652
EQU24_RS00970	773.267307006148	0.332514038280405	0.170403125927622	1.9513376674888	0.0510168910487102	0.0843692361448579
EQU24_RS00975	598.691919717026	0.315028644747156	0.213584881703574	1.47495760109262	0.140223942700319	0.201713323095618
EQU24_RS00980	357.346899191697	-0.206253041989076	0.157303594743226	-1.31117818588795	0.189797570454229	0.260064157330043
EQU24_RS00985	376.489389515618	0.596217447677543	0.215142543301581	2.7712670796207	0.00558386054702628	0.0121620241664872
EQU24_RS00990	608.851714461254	1.34649111977269	0.260056679320774	5.17768327769739	2.24658202207257e-07	1.24492915366784e-06
EQU24_RS00995	146.099438634426	1.19867465669705	0.147645868467276	8.11857906449117	4.71673387026197e-16	8.37324614490753e-15
EQU24_RS01000	121.097008257582	2.19650632421102	0.187064250624409	11.7419887385175	7.76389942511052e-32	5.27945160907515e-30
EQU24_RS01005	221.609477089946	1.21054546379603	0.135835199181937	8.91186872833031	5.01795254454769e-19	1.19833485766222e-17
EQU24_RS01010	1570.37398565902	-0.210436115792094	0.148404791698601	-1.41798733978532	0.156194461026222	0.221041332499896
EQU24_RS01015	1098.5121980751	-0.435879356082484	0.217565786437335	-2.0034370441238	0.0451303986570299	0.0755059046755646
EQU24_RS01020	520.264676360297	-0.0909168765364328	0.156363969997191	-0.581443900011404	0.560941317493833	0.641060011777662
EQU24_RS01025	488.161368802339	-0.35640299918936	0.121600593948364	-2.93093140104811	0.00337947399059068	0.0077565501431635
EQU24_RS01030	84.1450996440723	-0.195159206846091	0.22029481437888	-0.885900139757451	0.375671340820773	0.460492948173829
EQU24_RS01035	307.737245843998	0.791793336428358	0.204541043297836	3.87107312870901	0.000108357276348803	0.000358391914848637
EQU24_RS01040	155.340125901594	-0.177433415217831	0.305336010592878	-0.581108709953026	0.561167188774463	0.641060011777662
EQU24_RS01050	177.536892401818	0.145053981132745	0.0991440748721873	1.46306253116732	0.143450269283629	0.20583779698352
EQU24_RS01055	54.6991028771081	0.20640077697547	0.183628019896146	1.12401569810644	0.261006366395079	0.341427304198583
EQU24_RS01060	278.042290995965	-0.367065327761002	0.140794689234221	-2.60709640226817	0.00913136478992399	0.0188064864153876
EQU24_RS01065	454.203841915488	1.01816824465729	0.154416937348841	6.59363060903841	4.29198822938199e-11	4.29412887189041e-10
EQU24_RS01070	710.296683544987	1.98374428404595	0.316273646937095	6.27224020482652	3.55889965040248e-10	3.19425176675945e-09
EQU24_RS01075	612.718018186699	0.477871170673963	0.252654646235749	1.8914006838729	0.0585708773661833	0.095213273903212
EQU24_RS01080	347.496423259811	-0.330938341496809	0.159783203568703	-2.07117102489758	0.0383428163396078	0.065627721482298
EQU24_RS01085	347.798524623199	-0.182707826822897	0.132037565796232	-1.38375640084779	0.166433057182912	0.232739430260664
EQU24_RS01090	299.192592358263	-0.437161100461818	0.250111438751703	-1.74786528214652	0.0804873578134836	0.125550264209835
EQU24_RS01095	927.488012063609	-0.809613170623043	0.186184232054277	-4.34845186238447	1.3710190258354e-05	5.40858243033593e-05
EQU24_RS01100	425.037819350724	-0.191762743445175	0.136169732285595	-1.4082626162691	0.159053320994151	0.224059664265637
EQU24_RS01105	531.140969140484	-0.439733540741784	0.139035833418207	-3.16273531744227	0.00156294362458627	0.00396012955889113
EQU24_RS01110	424.015131648288	0.157487459782674	0.380582818558587	0.413806015676535	0.679016178005346	0.742090140604045
EQU24_RS01115	108.85890948638	0.824809113096483	0.181502262924569	4.54434616850627	5.51060334455814e-06	2.37216101055443e-05
EQU24_RS01120	93.1461389331825	-1.42177810705085	0.213940676698173	-6.64566518622678	3.01850716386086e-11	3.08934967893106e-10
EQU24_RS01125	136.562275120588	-1.74952521265912	0.294839672001491	-5.93381888123343	2.95968320255711e-09	2.26176171593507e-08
EQU24_RS01130	142.575459924385	-0.614174500860938	0.302870933456429	-2.0278423348581	0.0425763420595257	0.071920521833069
EQU24_RS01135	33.3101721566077	0.367393947053987	0.242837462205849	1.51292120958896	0.130299673717022	0.189194020837951
EQU24_RS01140	354.545848767347	0.0668286687465743	0.276295057161424	0.241874282635212	0.808877578025458	0.848794853405661
EQU24_RS01145	226.861240430232	-0.486631101635291	0.255492425025296	-1.90467917624998	0.0568217874745383	0.0928590677587974
EQU24_RS01150	12.8965316711958	0.605983271760023	0.505540113669766	1.19868484295169	0.230650513871812	0.307227709712387
EQU24_RS01155	24.9370100916649	0.353805438257347	0.207057932435568	1.70872679976868	0.0875015674450436	0.134814242929921
EQU24_RS01160	157.230420637718	-0.744053030375574	0.187064364360788	-3.97752416884988	6.96365466990916e-05	0.000240638953795655
EQU24_RS01170	110.292244863303	-0.248298761223499	0.26531053161224	-0.935879777235513	0.349335090382509	0.432705274039712
EQU24_RS01175	42.9497200498453	-0.609139580688014	0.333082824147589	-1.82879313049809	0.0674306044721626	0.107353803627903
EQU24_RS01180	846.648429999334	-0.55167862738906	0.202604973093287	-2.7229273742212	0.00647062806970686	0.0138824384040984
EQU24_RS01185	1340.87579897531	0.407510525393711	0.234269584519207	1.73949395193596	0.0819479151492421	0.127382811150236
EQU24_RS01190	548.176844386891	0.240112982088596	0.173950223332167	1.38035454907171	0.1674775070895	0.234118382732779
EQU24_RS01195	1179.44834485089	-0.399315383749028	0.207493783482303	-1.92446914335188	0.0542958048761753	0.0893864461071873
EQU24_RS01200	601.773989506082	-0.732556848665207	0.188404541895736	-3.88821225483304	0.000100985297851251	0.000336505826394701
EQU24_RS01205	452.660284336968	-0.102905260962782	0.208589494202485	-0.493338657137203	0.621773318242943	0.696718675865558
EQU24_RS01210	456.792137221397	-1.18896026037954	0.174725645103828	-6.80472668836346	1.01241254951041e-11	1.10978118815185e-10
EQU24_RS01215	11.6368316246005	4.23362811334548	0.45986186193698	9.20630403119984	NA	NA
EQU24_RS01220	647.555642114555	1.53150759747266	0.264569055344676	5.78868755258409	7.09385108833931e-09	5.17464192116678e-08
EQU24_RS01225	1417.91171248175	0.811180214488711	0.263379181597604	3.07989496196418	0.00207073609830995	0.00504726198445901
EQU24_RS01230	572.121897248723	-0.555653416153366	0.281154101759323	-1.97633046317433	0.0481173615409965	0.0800028406558135
